cust_id,income_yearly,debt_ratio,credit_rating,amount_requested,interest_pct,gender_type,family_status,edu_bg,job_status,loan_reason,internal_grade,is_repaid
17013,145949.05,0.079,659.0,8896.79,11.57,Male,Single,Bachelor's,Employed,Debt consolidation,D1,1.0
17014,75625.84,0.135,723.0,17156.31,14.03,Male,Married,Bachelor's,Self-employed,Debt consolidation,C1,1.0
17015,15647.98,0.084,687.0,8993.91,12.81,Male,Single,High School,Employed,Debt consolidation,C2,1.0
17016,70775.92,0.079,697.0,15817.94,12.14,Male,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
17017,20498.13,0.089,625.0,5197.75,14.75,Female,Single,Bachelor's,Self-employed,Debt consolidation,D2,0.0
17018,61255.32,0.079,714.0,24232.03,13.74,Male,Single,High School,Employed,Debt consolidation,C2,1.0
17019,64614.73,0.136,550.0,29842.21,17.04,Male,Married,Bachelor's,Employed,Debt consolidation,F1,0.0
17020,50841.15,0.087,758.0,20951.43,12.05,Male,Married,Other,Employed,Debt consolidation,B3,1.0
17021,33719.47,0.188,748.0,7553.08,10.42,Male,Married,Master's,Employed,Debt consolidation,B2,1.0
17022,28962.59,0.051,656.0,12696.91,12.85,Female,Married,Bachelor's,Employed,Debt consolidation,D1,1.0
17023,30561.03,0.228,659.0,23105.02,15.87,Male,Divorced,Bachelor's,Employed,Medical,D2,1.0
17024,98511.61,0.051,707.0,11999.36,13.85,Male,Married,High School,Employed,Business,C3,1.0
17025,,0.09,,9076.79,15.28,Male,Divorced,,,Business,E5,1.0
17026,70619.72,0.142,678.0,27167.95,13.87,Female,Single,Master's,Self-employed,Debt consolidation,C5,1.0
17027,47635.06,0.08,685.0,10198.08,10.49,Male,Married,Bachelor's,Unemployed,Debt consolidation,C4,0.0
17028,63732.36,0.081,722.0,15786.89,12.83,Female,Divorced,High School,Employed,Debt consolidation,C2,1.0
17029,62940.99,0.084,725.0,23791.96,12.6,Female,Single,Bachelor's,Employed,Home,C1,1.0
17030,14594.74,0.091,734.0,21358.91,10.17,Female,Single,PhD,Employed,Other,C2,1.0
17031,23189.05,0.057,662.0,17457.8,10.26,Male,Married,Bachelor's,Self-employed,Debt consolidation,D4,1.0
17032,46779.9,0.075,713.0,23112.96,12.09,Male,Single,High School,Employed,Debt consolidation,C1,1.0
17033,27297.44,0.053,778.0,12042.59,10.57,Female,Single,Master's,Employed,Debt consolidation,B1,1.0
17034,26215.53,0.174,657.0,8804.53,12.29,Female,Married,Bachelor's,Employed,Debt consolidation,D4,1.0
17035,,0.063,,12772.36,13.98,Male,Married,,,Debt consolidation,C3,1.0
17036,59750.63,0.148,543.0,7797.79,13.35,Female,Married,High School,Employed,Debt consolidation,F1,1.0
17037,70854.31,0.092,617.0,13758.12,11.1,Male,Single,Bachelor's,Employed,Medical,D4,1.0
17038,23471.99,0.093,717.0,20686.39,12.3,Female,Single,Bachelor's,Employed,Other,C3,1.0
17039,58573.96,0.124,831.0,16359.94,9.46,Male,Married,Bachelor's,Retired,Debt consolidation,A4,1.0
17040,58415.15,0.054,744.0,23891.61,7.38,Female,Married,Master's,Self-employed,Home,B5,1.0
17041,59855.5,0.154,669.0,16469.41,11.12,Male,Married,Master's,Student,Car,D2,0.0
17042,73482.73,0.232,641.0,15989.07,15.91,Female,Married,High School,Unemployed,Debt consolidation,D5,0.0
17043,49174.48,0.097,661.0,18325.79,12.73,Male,Single,Bachelor's,Employed,Education,D5,1.0
17044,43748.29,0.061,670.0,14602.9,14.23,Male,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
17045,77934.69,0.186,636.0,10698.06,11.4,Male,Married,PhD,Employed,Business,D3,1.0
17046,48346.3,0.095,598.0,21428.42,13.62,Female,Married,Other,Self-employed,Debt consolidation,E5,1.0
17047,112140.94,0.105,759.0,16295.77,9.94,Female,Married,Bachelor's,Student,Debt consolidation,B3,1.0
17048,52885.59,0.207,655.0,19226.85,14.17,Male,Married,Bachelor's,Unemployed,Education,D3,0.0
17049,66800.56,0.058,751.0,27785.01,11.37,Other,Single,Master's,Employed,Debt consolidation,B1,1.0
17050,72788.95,0.028,726.0,14800.32,12.09,Male,Married,Bachelor's,Employed,Medical,C1,1.0
17051,86842.25,0.077,654.0,18179.88,11.16,Male,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
17052,44940.72,0.146,730.0,21337.17,10.46,Female,Married,High School,Self-employed,Education,C5,1.0
17053,,0.071,,15787.44,12.17,Male,Married,,,Debt consolidation,C4,1.0
17054,61533.82,0.09,683.0,12665.5,11.85,Male,Married,Master's,Unemployed,Debt consolidation,C5,0.0
17055,39250.7,0.262,711.0,3057.04,11.2,Female,Single,Master's,Unemployed,Debt consolidation,C5,0.0
17056,87624.78,0.072,737.0,27415.14,11.35,Female,Single,Bachelor's,Employed,Home,C3,1.0
17057,67562.78,0.211,583.0,13961.38,13.95,Male,Divorced,High School,Employed,Debt consolidation,E3,0.0
17058,35100.38,0.096,775.0,24924.93,9.02,Female,Single,High School,Employed,Debt consolidation,B5,1.0
17059,145540.19,0.181,670.0,17296.21,13.76,Male,Single,High School,Unemployed,Debt consolidation,C5,0.0
17060,43769.1,0.099,679.0,1023.23,13.9,Female,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
17061,51390.39,0.092,672.0,14173.97,12.25,Male,Married,Master's,Employed,Debt consolidation,C3,1.0
17062,35370.18,0.299,624.0,21507.5,14.86,Female,Married,Bachelor's,Self-employed,Home,D3,1.0
17063,24479.1,0.128,736.0,5179.85,11.52,Male,Single,Bachelor's,Employed,Business,C4,1.0
17064,16124.13,0.091,652.0,1566.17,14.75,Male,Married,Master's,Self-employed,Debt consolidation,D5,1.0
17065,37337.46,0.094,634.0,25463.13,11.77,Female,Married,Master's,Employed,Other,D1,1.0
17066,92409.98,0.242,590.0,12751.84,14.07,Female,Single,Bachelor's,Unemployed,Debt consolidation,E4,0.0
17067,44949.84,0.071,679.0,10698.49,10.64,Female,Married,Master's,Employed,Education,C3,1.0
17068,90142.12,0.049,764.0,17058.15,10.97,Male,Married,Bachelor's,Employed,Business,B5,1.0
17069,17165.19,0.147,685.0,8332.33,15.22,Female,Single,Bachelor's,Retired,Car,C5,1.0
17070,48896.31,0.088,689.0,2786.66,15.06,Female,Married,Bachelor's,Retired,Debt consolidation,C1,1.0
17071,71692.54,0.049,577.0,23791.77,16.37,Male,Single,Bachelor's,Employed,Education,F3,1.0
17072,39591.22,0.217,682.0,4171.49,10.83,Male,Single,Bachelor's,Unemployed,Debt consolidation,C5,0.0
17073,43436.89,0.049,676.0,14072.64,12.64,Male,Married,Bachelor's,Employed,Home,C3,1.0
17074,41898.06,0.091,611.0,16678.76,14.78,Male,Married,Bachelor's,Unemployed,Debt consolidation,D3,0.0
17075,,ERR_VAL,,15000.8,13.87,Male,Married,,,Debt consolidation,F2,0.0
17076,26104.11,0.098,740.0,20987.39,9.47,Female,Single,Bachelor's,Employed,Debt consolidation,B3,1.0
17077,16077.03,0.078,667.0,20797.41,12.48,Female,Single,Bachelor's,Employed,Home,D1,1.0
17078,100805.21,0.084,797.0,10798.63,9.91,Male,Married,Master's,Self-employed,Other,B1,1.0
17079,23440.7,0.23,623.0,20343.31,14.43,Male,Married,Other,Unemployed,Debt consolidation,D5,0.0
17080,33703.16,0.235,607.0,6161.61,14.16,Female,Married,High School,Employed,Home,E4,1.0
17081,79818.35,0.14,669.0,9184.37,13.93,Male,Married,Bachelor's,Unemployed,Debt consolidation,D1,0.0
17082,26452.02,0.053,662.0,14809.12,15.25,Female,Married,Master's,Self-employed,Debt consolidation,D5,1.0
17083,14798.35,0.336,729.0,13496.76,12.75,Female,Single,Bachelor's,Unemployed,Education,C1,0.0
17084,92886.56,0.056,804.0,13825.28,10.1,Male,Married,Bachelor's,Retired,Debt consolidation,A5,1.0
17085,27174.56,0.068,762.0,12463.22,12.8,Female,Single,High School,Employed,Debt consolidation,B3,1.0
17086,55234.86,0.106,663.0,12093.58,11.45,Male,Single,Bachelor's,Employed,Vacation,D5,1.0
17087,18166.43,0.034,631.0,14506.8,14.22,Female,Single,High School,Employed,Other,D1,1.0
17088,62794.77,0.207,704.0,16440.88,11.27,Female,Single,Bachelor's,Unemployed,Debt consolidation,C5,0.0
17089,37754.6,0.404,639.0,20586.69,13.11,Female,Single,Bachelor's,Employed,Debt consolidation,D5,0.0
17090,26399.34,0.166,654.0,15047.35,14.71,Male,Married,Bachelor's,Employed,Debt consolidation,D5,0.0
17091,81211.53,0.154,657.0,12261.29,12.36,Male,Single,Bachelor's,Student,Debt consolidation,D4,0.0
17092,23839.95,0.139,714.0,18256.25,11.07,Female,Single,Bachelor's,Employed,Medical,C1,1.0
17093,14286.42,0.074,712.0,9250.37,12.28,Male,Single,Bachelor's,Employed,Debt consolidation,C1,1.0
17094,58899.56,0.093,679.0,20798.65,11.77,Male,Single,High School,Employed,Other,C1,1.0
17095,73873.07,0.098,801.0,25261.88,9.65,Female,Married,Other,Employed,Debt consolidation,A2,1.0
17096,47640.07,0.258,750.0,9707.62,12.21,Male,Married,High School,Student,Debt consolidation,B2,0.0
17097,,0.139,,7598.1,16.0,Male,Single,,,Debt consolidation,D4,1.0
17098,73266.17,0.226,813.0,23490.07,5.89,Female,Single,Bachelor's,Employed,Debt consolidation,A4,1.0
17099,53875.85,0.13,674.0,12074.15,12.92,Female,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
17100,14650.62,0.066,729.0,30563.47,10.25,Female,Single,PhD,Employed,Other,C4,1.0
17101,27205.14,0.115,717.0,26008.9,11.55,Male,Single,Bachelor's,Employed,Car,C1,1.0
17102,51320.0,0.092,728.0,3527.01,12.0,Male,Married,Master's,Employed,Debt consolidation,C3,1.0
17103,97431.17,0.055,684.0,9674.67,11.57,Female,Married,High School,Employed,Car,C2,1.0
17104,29071.02,0.032,649.0,24507.9,10.84,Female,Married,Bachelor's,Employed,Medical,D4,1.0
17105,28177.99,0.148,718.0,9891.16,13.47,Female,Single,Master's,Employed,Education,C2,1.0
17106,24447.34,0.095,578.0,27140.08,17.19,Male,Single,Master's,Employed,Business,F3,1.0
17107,26920.94,0.062,699.0,10473.08,10.69,Male,Widowed,PhD,Unemployed,Medical,C3,0.0
17108,51677.34,0.067,626.0,13300.71,13.33,Female,Divorced,Bachelor's,Employed,Debt consolidation,D4,1.0
17109,39604.69,0.167,816.0,15613.82,7.92,Male,Widowed,High School,Employed,Debt consolidation,A1,1.0
17110,55185.73,0.09,687.0,20661.84,10.64,Female,Married,Bachelor's,Employed,Other,C3,1.0
17111,44343.01,0.349,572.0,5804.24,13.83,Female,Married,Bachelor's,Employed,Other,F2,0.0
17112,15287.53,0.273,767.0,9386.32,9.94,Female,Single,Bachelor's,Employed,Debt consolidation,B5,1.0
17113,106076.81,0.11,764.0,11962.34,14.16,Male,Married,High School,Employed,Debt consolidation,B4,1.0
17114,28653.61,0.124,664.0,18651.81,14.68,Male,Single,Bachelor's,Unemployed,Business,D3,0.0
17115,43445.72,0.086,719.0,14051.7,10.08,Female,Married,Bachelor's,Employed,Car,C5,1.0
17116,117796.26,0.041,652.0,15472.52,12.97,Female,Single,Master's,Self-employed,Home,D2,1.0
17117,39203.73,0.081,712.0,13891.35,9.96,Female,Married,Master's,Employed,Debt consolidation,C5,1.0
17118,92640.92,0.103,717.0,10151.23,9.67,Female,Married,High School,Employed,Debt consolidation,C4,1.0
17119,96322.55,0.06,761.0,17309.39,13.19,Female,Married,Bachelor's,Employed,Debt consolidation,B5,1.0
17120,,0.093,,23698.22,9.92,Male,Single,,,Business,C1,1.0
17121,151831.04,0.167,676.0,16057.87,9.98,Female,Married,High School,Employed,Debt consolidation,C3,1.0
17122,46983.1,0.145,765.0,5891.43,9.99,Male,Single,High School,Employed,Education,B1,1.0
17123,22818.34,0.068,713.0,8869.43,12.46,Male,Single,Master's,Employed,Home,C2,1.0
17124,54472.94,0.121,644.0,7081.36,11.33,Female,Single,Bachelor's,Employed,Education,D5,0.0
17125,83023.79,0.061,718.0,16126.73,15.12,Male,Single,High School,Employed,Debt consolidation,C4,1.0
17126,72732.11,0.109,693.0,5274.58,13.6,Male,Divorced,High School,Employed,Debt consolidation,C3,1.0
17127,120519.71,0.082,692.0,2365.26,10.96,Female,Married,PhD,Employed,Other,C1,1.0
17128,51542.37,0.042,505.0,2684.53,17.13,Female,Married,Bachelor's,Employed,Car,F4,1.0
17129,81462.1,0.257,692.0,1796.15,10.86,Male,Married,Bachelor's,Unemployed,Debt consolidation,C4,0.0
17130,52600.88,0.053,733.0,6294.39,10.97,Male,Single,Bachelor's,Employed,Home,C5,1.0
17131,23771.19,0.054,634.0,8354.72,13.56,Male,Married,Bachelor's,Employed,Debt consolidation,D1,1.0
17132,21763.57,0.07,727.0,18179.45,8.58,Male,Married,High School,Employed,Debt consolidation,C5,1.0
17133,31739.9,0.239,634.0,16897.5,14.75,Male,Single,Bachelor's,Employed,Debt consolidation,D5,1.0
17134,49151.83,0.053,721.0,17791.65,10.22,Female,Single,High School,Unemployed,Debt consolidation,C1,0.0
17135,57416.94,0.089,689.0,19375.11,13.25,Female,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
17136,13695.23,0.167,679.0,13254.54,13.91,Male,Married,Master's,Unemployed,Car,C4,0.0
17137,24113.12,0.102,718.0,4979.22,14.51,Male,Widowed,Master's,Unemployed,Education,C3,0.0
17138,56543.26,0.142,703.0,28688.55,9.57,Female,Married,Bachelor's,Self-employed,Debt consolidation,C5,1.0
17139,52493.27,0.039,712.0,14754.14,13.56,Male,Single,High School,Employed,Debt consolidation,C2,1.0
17140,52453.27,0.076,646.0,2186.5,15.09,Male,Single,Bachelor's,Self-employed,Business,D2,1.0
17141,46626.25,0.11,688.0,8188.58,14.07,Female,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
17142,24112.71,0.13,613.0,24361.86,12.61,Female,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
17143,18642.0,0.136,617.0,16018.33,14.58,Female,Single,High School,Employed,Other,D3,1.0
17144,26679.05,0.236,566.0,16254.79,12.17,Female,Single,High School,Employed,Other,F2,1.0
17145,37238.37,0.37,742.0,14906.47,9.88,Female,Married,High School,Employed,Debt consolidation,B1,1.0
17146,31264.74,0.092,795.0,1867.1,13.54,Female,Single,Master's,Employed,Car,B2,1.0
17147,36603.33,0.087,767.0,6294.39,8.9,Female,Single,Bachelor's,Employed,Debt consolidation,B1,1.0
17148,35311.37,0.065,689.0,27348.94,8.54,Female,Single,Other,Employed,Medical,C3,1.0
17149,79987.29,0.174,575.0,12665.77,16.84,Male,Single,Bachelor's,Employed,Education,F4,1.0
17150,14199.36,0.058,699.0,12792.59,11.53,Male,Married,Bachelor's,Self-employed,Medical,C3,1.0
17151,39283.91,0.183,692.0,16096.35,11.56,Male,Single,Master's,Student,Education,C5,0.0
17152,40257.66,0.175,649.0,15890.54,11.22,Male,Married,Master's,Self-employed,Business,D2,0.0
17153,59174.91,0.099,664.0,22715.31,11.54,Male,Married,Bachelor's,Employed,Debt consolidation,D2,1.0
17154,17114.79,0.064,762.0,5284.09,11.48,Female,Married,Bachelor's,Employed,Debt consolidation,B5,1.0
17155,94271.02,0.098,687.0,18814.21,11.97,Female,Single,Master's,Employed,Debt consolidation,C5,0.0
17156,,ERR_VAL,,23678.98,11.24,Male,Single,,,Car,C2,0.0
17157,125868.83,0.095,715.0,17453.4,11.58,Male,Single,Master's,Employed,Debt consolidation,C1,1.0
17158,47953.42,0.126,679.0,12972.12,11.85,Male,Single,High School,Self-employed,Debt consolidation,C1,1.0
17159,136536.11,0.191,681.0,25149.25,11.11,Male,Single,High School,Self-employed,Debt consolidation,C1,1.0
17160,103891.04,0.05,691.0,18261.96,9.48,Male,Single,Bachelor's,Employed,Debt consolidation,C1,1.0
17161,44202.01,0.069,647.0,26505.59,11.58,Female,Single,Bachelor's,Employed,Debt consolidation,D2,1.0
17162,14594.74,0.157,664.0,16147.48,13.15,Male,Married,Bachelor's,Employed,Other,D1,1.0
17163,51335.84,0.21,788.0,11709.22,11.85,Female,Single,Other,Employed,Other,B3,1.0
17164,17096.01,0.292,716.0,3377.47,11.6,Female,Single,Master's,Unemployed,Debt consolidation,C2,1.0
17165,68933.52,0.058,713.0,14892.8,13.36,Female,Married,Bachelor's,Unemployed,Car,C3,0.0
17166,73668.47,0.037,793.0,18487.84,11.2,Female,Married,Bachelor's,Employed,Home,B2,1.0
17167,47772.16,0.058,727.0,25961.14,12.79,Male,Single,High School,Employed,Business,C4,1.0
17168,25384.82,0.187,775.0,11228.15,10.72,Male,Single,High School,Retired,Medical,B5,1.0
17169,28991.07,0.39,707.0,20608.91,14.49,Male,Married,Bachelor's,Student,Debt consolidation,C2,0.0
17170,51940.25,0.096,684.0,15578.58,11.3,Male,Married,High School,Employed,Debt consolidation,C1,0.0
17171,51474.29,0.284,649.0,10359.44,13.73,Female,Single,Bachelor's,Employed,Other,D1,0.0
17172,62649.48,0.294,714.0,20693.51,9.63,Male,Married,Master's,Employed,Medical,C3,0.0
17173,29892.53,0.062,649.0,12093.89,13.53,Female,Single,PhD,Employed,Debt consolidation,D2,1.0
17174,73098.48,0.067,591.0,4781.97,15.99,Female,Married,Bachelor's,Self-employed,Debt consolidation,E3,1.0
17175,123528.89,0.23,682.0,23490.19,12.35,Male,Single,High School,Employed,Debt consolidation,C2,1.0
17176,57931.63,0.13,727.0,14862.91,12.61,Male,Single,Bachelor's,Employed,Debt consolidation,C5,1.0
17177,,ERR_VAL,,21286.58,10.79,Female,Married,,,Other,C5,1.0
17178,34121.52,0.071,661.0,18305.12,11.45,Female,Married,High School,Employed,Business,D4,1.0
17179,29667.45,0.081,643.0,14185.5,13.26,Male,Married,Other,Employed,Business,D1,1.0
17180,55439.08,0.316,746.0,7351.86,15.57,Female,Married,Bachelor's,Unemployed,Car,B5,0.0
17181,44221.52,0.149,618.0,17360.52,13.56,Female,Married,High School,Employed,Debt consolidation,D5,1.0
17182,25280.26,0.155,645.0,30982.85,10.8,Male,Single,Bachelor's,Employed,Debt consolidation,D2,1.0
17183,16247.34,0.09,698.0,18207.08,11.1,Male,Married,High School,Employed,Debt consolidation,C5,1.0
17184,162306.41,0.077,566.0,755.72,18.12,Male,Single,Bachelor's,Employed,Other,F4,1.0
17185,87587.14,0.093,697.0,13226.18,11.49,Male,Married,High School,Employed,Debt consolidation,C5,1.0
17186,36991.64,0.124,753.0,14587.27,9.84,Male,Married,High School,Employed,Debt consolidation,B4,1.0
17187,70742.6,0.087,656.0,7120.18,12.86,Female,Divorced,High School,Employed,Debt consolidation,D4,1.0
17188,81422.77,0.063,655.0,23134.91,12.66,Male,Single,Bachelor's,Self-employed,Debt consolidation,D5,1.0
17189,52628.19,0.104,740.0,17950.83,12.52,Male,Married,Master's,Unemployed,Debt consolidation,B5,0.0
17190,25180.66,0.239,615.0,7782.41,14.64,Male,Married,High School,Employed,Business,D2,0.0
17191,49158.09,0.087,647.0,6999.77,12.42,Male,Single,Bachelor's,Unemployed,Car,D1,0.0
17192,71476.04,0.2,714.0,15558.7,11.26,Male,Single,Bachelor's,Unemployed,Debt consolidation,C2,0.0
17193,19451.14,0.091,708.0,24110.46,12.99,Male,Single,PhD,Retired,Debt consolidation,C5,1.0
17194,,0.037,,12230.01,10.54,Female,Married,,,Home,C3,1.0
17195,54462.85,0.078,653.0,25910.53,13.89,Female,Single,Bachelor's,Retired,Debt consolidation,D1,1.0
17196,53906.4,0.107,656.0,10130.48,12.09,Male,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
17197,66781.79,0.069,712.0,8106.35,14.52,Female,Married,PhD,Employed,Debt consolidation,C1,1.0
17198,18786.03,0.056,727.0,17084.44,13.25,Female,Single,Bachelor's,Employed,Home,C5,1.0
17199,23263.77,0.178,659.0,10134.33,9.82,Female,Single,Bachelor's,Employed,Car,D3,1.0
17200,42216.95,0.068,637.0,20468.26,14.39,Male,Single,Master's,Self-employed,Car,D2,1.0
17201,31293.86,0.086,684.0,9393.33,12.22,Male,Married,Bachelor's,Self-employed,Debt consolidation,C4,1.0
17202,31788.66,0.036,679.0,8597.68,12.2,Female,Married,High School,Self-employed,Debt consolidation,C3,1.0
17203,17771.87,0.167,773.0,35449.88,8.83,Male,Married,Other,Employed,Debt consolidation,B2,1.0
17204,29031.75,0.034,693.0,20607.82,13.25,Male,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
17205,27158.92,0.178,703.0,25702.37,11.68,Female,Married,PhD,Employed,Debt consolidation,C3,1.0
17206,64772.52,0.021,733.0,15111.75,8.11,Female,Married,High School,Employed,Other,C1,1.0
17207,52280.67,0.234,646.0,14863.5,12.84,Female,Married,Bachelor's,Unemployed,Medical,D5,0.0
17208,18750.13,0.097,703.0,7648.97,13.91,Male,Single,Bachelor's,Self-employed,Car,C1,1.0
17209,38969.58,0.131,591.0,29295.09,15.83,Male,Married,Bachelor's,Self-employed,Debt consolidation,E4,0.0
17210,47860.83,0.079,741.0,10389.24,11.54,Male,Divorced,High School,Employed,Debt consolidation,B2,1.0
17211,35605.18,0.136,513.0,27316.54,13.36,Female,Single,High School,Employed,Debt consolidation,F2,1.0
17212,57258.26,0.09,746.0,3046.86,10.53,Male,Married,Bachelor's,Employed,Debt consolidation,B3,1.0
17213,45178.33,0.145,730.0,13130.59,12.04,Male,Married,Master's,Employed,Debt consolidation,C4,1.0
17214,28781.55,0.06,634.0,12082.39,16.36,Female,Married,Master's,Employed,Car,D3,1.0
17215,46634.3,0.174,648.0,21487.53,10.59,Male,Single,Master's,Employed,Debt consolidation,D3,0.0
17216,79623.82,0.07,754.0,12101.01,10.61,Male,Married,Master's,Employed,Debt consolidation,B2,1.0
17217,64256.98,0.229,713.0,16069.33,10.74,Male,Single,Bachelor's,Employed,Business,C5,1.0
17218,77890.96,0.215,657.0,13597.22,13.75,Male,Single,Bachelor's,Employed,Medical,D2,0.0
17219,47128.67,0.091,719.0,24011.44,10.54,Male,Single,Master's,Employed,Debt consolidation,C4,1.0
17220,72783.95,0.08,712.0,9731.02,12.04,Female,Married,High School,Employed,Car,C1,1.0
17221,45302.9,0.094,672.0,16130.39,15.36,Female,Single,Bachelor's,Employed,Other,C3,1.0
17222,31362.21,0.064,715.0,15609.77,11.28,Male,Married,Bachelor's,Employed,Home,C3,1.0
17223,35164.56,0.072,664.0,6192.68,12.49,Male,Married,High School,Employed,Debt consolidation,D1,1.0
17224,,0.135,,1161.88,14.12,Female,Single,,,Debt consolidation,D2,1.0
17225,9106.15,0.094,743.0,15081.92,12.56,Female,Married,High School,Employed,Home,B2,1.0
17226,28101.96,0.21,677.0,17586.52,12.55,Male,Single,High School,Employed,Debt consolidation,C3,1.0
17227,27923.4,0.185,693.0,6098.42,12.15,Female,Married,Bachelor's,Employed,Home,C1,1.0
17228,52482.18,0.167,666.0,26706.95,13.91,Male,Single,High School,Employed,Education,D4,1.0
17229,46193.33,0.179,659.0,24574.7,10.73,Male,Single,Bachelor's,Self-employed,Car,D4,1.0
17230,28402.47,0.085,689.0,18700.69,11.42,Female,Single,Master's,Unemployed,Debt consolidation,C4,0.0
17231,60740.62,0.121,741.0,14295.68,9.62,Male,Married,Master's,Employed,Business,B2,1.0
17232,48604.7,0.261,627.0,5302.97,13.9,Female,Divorced,Bachelor's,Self-employed,Education,D4,0.0
17233,20889.2,0.179,739.0,7448.33,13.37,Female,Single,Other,Employed,Debt consolidation,C4,1.0
17234,15789.2,0.124,739.0,17092.21,10.79,Female,Married,Master's,Employed,Debt consolidation,C4,1.0
17235,,ERR_VAL,,18118.23,13.3,Female,Married,,,Car,C1,1.0
17236,43248.97,0.136,661.0,1173.37,14.78,Male,Single,Master's,Employed,Home,D2,1.0
17237,30990.47,0.112,584.0,16232.5,9.94,Male,Single,High School,Self-employed,Debt consolidation,E2,1.0
17238,36239.42,0.037,689.0,21899.1,14.46,Female,Married,High School,Employed,Other,C5,1.0
17239,40751.89,0.069,631.0,13917.19,13.91,Female,Single,Bachelor's,Employed,Debt consolidation,D2,1.0
17240,68419.22,0.126,582.0,24557.06,15.55,Male,Married,Master's,Employed,Car,E1,0.0
17241,74367.27,0.087,719.0,5352.78,10.75,Male,Married,High School,Self-employed,Education,C1,1.0
17242,79569.8,0.063,664.0,20758.72,8.77,Male,Single,Bachelor's,Unemployed,Debt consolidation,D5,0.0
17243,46913.41,0.1,617.0,9598.11,12.12,Male,Single,High School,Employed,Debt consolidation,D4,1.0
17244,40232.07,0.197,691.0,15674.42,15.69,Male,Married,High School,Unemployed,Home,C2,0.0
17245,53977.09,0.165,674.0,10357.3,11.91,Male,Single,Bachelor's,Employed,Vacation,C4,1.0
17246,43946.84,0.234,658.0,12686.32,12.16,Female,Single,Bachelor's,Employed,Debt consolidation,D2,0.0
17247,28759.29,0.281,645.0,15652.42,12.23,Female,Single,Bachelor's,Employed,Education,D4,1.0
17248,12248.55,0.492,699.0,12341.03,13.81,Female,Single,High School,Employed,Car,C5,0.0
17249,32127.57,0.474,773.0,11012.99,10.63,Male,Married,Bachelor's,Employed,Debt consolidation,B4,1.0
17250,43275.39,0.091,801.0,8606.06,5.41,Female,Married,High School,Employed,Debt consolidation,A3,1.0
17251,60301.06,0.157,728.0,15675.09,11.08,Female,Single,Bachelor's,Employed,Debt consolidation,C5,1.0
17252,,ERR_VAL,,10986.07,10.21,Female,Single,,,Debt consolidation,C4,1.0
17253,108370.33,0.027,726.0,17472.53,11.94,Male,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
17254,51879.61,0.058,684.0,16254.03,15.44,Female,Married,High School,Employed,Other,C3,1.0
17255,40751.03,0.068,617.0,8147.28,13.64,Male,Married,High School,Employed,Vacation,D1,1.0
17256,24178.65,0.084,793.0,13801.28,8.72,Male,Married,High School,Employed,Debt consolidation,B3,1.0
17257,37683.26,0.234,759.0,16783.55,10.15,Female,Married,Master's,Employed,Debt consolidation,B4,0.0
17258,81253.83,0.054,599.0,16686.16,13.84,Other,Married,High School,Employed,Debt consolidation,E4,1.0
17259,46938.26,0.079,698.0,24010.06,14.21,Male,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
17260,156666.37,0.046,776.0,8052.4,10.49,Female,Married,Bachelor's,Self-employed,Education,B4,1.0
17261,44308.62,0.089,680.0,6078.41,13.56,Male,Married,Master's,Employed,Car,C4,1.0
17262,28755.23,0.292,697.0,20849.16,13.55,Male,Married,High School,Employed,Car,C2,1.0
17263,36771.08,0.247,711.0,22643.64,12.67,Male,Married,Master's,Employed,Other,C3,1.0
17264,73500.9,0.023,733.0,25472.22,9.57,Female,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
17265,54955.94,0.082,649.0,14883.35,12.45,Female,Single,High School,Employed,Debt consolidation,D3,1.0
17266,35177.58,0.177,667.0,17216.85,13.65,Male,Married,Bachelor's,Employed,Debt consolidation,D1,1.0
17267,44692.09,0.105,723.0,6154.81,11.09,Female,Married,Bachelor's,Self-employed,Debt consolidation,C3,1.0
17268,52371.09,0.109,753.0,12884.5,11.34,Female,Married,Bachelor's,Employed,Other,B1,1.0
17269,57246.02,0.179,685.0,12923.18,15.97,Female,Single,High School,Employed,Debt consolidation,C1,1.0
17270,24369.6,0.085,673.0,23010.86,11.58,Male,Married,Master's,Employed,Debt consolidation,C2,0.0
17271,48604.7,0.042,699.0,1838.23,12.44,Female,Single,High School,Employed,Car,C4,1.0
17272,49868.55,0.099,683.0,22061.23,13.72,Female,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
17273,,ERR_VAL,,10127.29,10.4,Male,Married,,,Debt consolidation,C3,1.0
17274,26240.71,0.155,671.0,15198.52,11.34,Male,Married,Other,Self-employed,Car,C3,1.0
17275,52885.0,0.128,749.0,24354.77,12.51,Female,Married,Bachelor's,Employed,Other,B1,1.0
